# tsumugu-ed public character form list · char	pinyin	gloss	parts(glyph=role:identity | ...)	form-zh · built 2026-08-26 from entries/chars
猶	yóu	adverb — still, yet	犭=meaning:a dog, a beast | 酋=sound:qiú — gives the sound	犭標出一頭獸——猶本指一種猿（獵屬）。右邊酋（qiú）給聲音，磨向 yóu。獸的意思掉了，字被借去當虛詞：猶當「還、仍然」，猶如當「像」，猶豫——進進退退拿不定，傳說正像一隻多疑的猿前一步又縮回去。
獃	dāi	adjective — dull, slow-witted, blank	犬=meaning:a dog	獃是呆的異體：遲鈍、發愣、反應慢——獃頭獃腦，一臉腦子停住的樣子。犬（犬）擱在字的一旁。
獄	yù	noun — prison, jail	犬=meaning:a guard dog, one on each side | 言=meaning:speech — the accusations traded in court | 犬=meaning:the second guard dog — two of them keep the watch	兩條狗（犬...犬）守著，中間夾著爭辯的言（言）——這是打官司的纏鬥，也是它能把人關進去的地方。從訴訟到牢獄：監獄、入獄，還有陰間的地獄。
獅	shī	noun — lion	犭=meaning:a beast — the great cat | 師=sound:shī — gives the sound	一頭大獸（犭），靠聲音得名——獅子，這是從外傳入的詞與形象。師（shī）給聲音，音不變，就是老師的師。詞活在獅子、雄獅，還有節慶裡的舞獅。
獎	jiǎng	noun — a prize, award	犬=meaning:a dog | 將=sound:jiāng — gives the sound	獎本指嗾使狗往前撲——嗾犬也。犬（犬）在底下；上頭將（jiāng）注音，省寫，聲調落成 jiǎng。從催促引申到鼓勵，再到拿來鼓勵人的那份賞：獎勵、獎金、獎狀。
獗	jué	adjective — (in 猖獗) rampant, unbridled, running wild	犭=meaning:a dog, a beast | 厥=sound:jué — gives the sound	犭帶來一頭獸；右邊厥（jué）給聲音，原音不變。獗幾乎只活在猖獗裡——一頭韁繩拴不住的獸，邪氣、疫病蔓延開來沒人攔得住。
獨	dú	adjective — alone, solitary	犬=meaning:a dog (犭 — dogs keep to themselves) | 蜀=sound:shǔ — gives the sound	犬部（犭）以一句古話帶出意思——羊成群，犬獨處，於是犬代表孤獨。蜀給聲音，從 shǔ 走遠成了 dú。從獨自長出獨居、獨子、唯獨。蜀串起一排：觸、燭、濁、屬。
獲	huò	verb — to catch	犭=meaning:a hunting dog | 蒦=sound:huò — gives the sound, exact	獵犬（犭）加蒦——草（艹）裡一隻手（又）扣住一隻鳥（隹）——聲音原樣借來。本義是打獵的擒獲；從擒獲生出一切得到：獲得、獲獎。
獵	liè	verb — to hunt	犬=meaning:a dog (犭) | 巤=sound:liè — gives the sound	一隻獵狗（犭）放出去追獵物；右邊巤（liè）給聲音——這就是聲符，雖然巤很少單獨出現。追捕飛禽走獸——放獵逐禽：打獵、狩獵、獵物。從追逐引申，凡是急切去求的也是獵：獵取、獵奇。
獸	shòu	noun — a beast, a wild animal	嘼=sound:shòu — gives the sound | 犬=meaning:a dog (犬, on the right)	左邊是嘼——一件叉形的獵具壓在一張口（口）上，工具加上獵獲——右邊是把獵跑成的狗（犬）：守備者，守住地、取下獵物。古文字對嘼有兩個說法：一說嘼注音（嘼聲，跟獸正好同音 shòu）；一說整字是一幅畫，獵具配獵狗並排擺著。這個字本指打獵這件事；被獵的對象、野生動物，接了這個名：野獸、猛獸、獸性。
獻	xiàn	verb — to offer, present, dedicate (to a superior or in ritu	鬳=sound:yàn — gives the sound | 犬=meaning:a dog — the temple offering	一隻狗（犬）煮好，端上去敬祖先——宗廟的祭品，後來凡是恭敬奉上的都算。鬳（yàn）給聲音，本身是隻刻著虎紋的鼎（鬲）——祭品就在這鍋裡冒著熱氣。從祭祀的狗來：貢獻、獻禮、獻身。
率	lǜ/shuài	noun — rate, ratio	率=form:rendered bare — a net strung on a frame, threads to either side	張在架上的網，兩邊垂著繩——古文字是捕鳥的網。從牽著網的總繩，引申到帶領、統率（shuài）。從捕到的對上撒出的，引申到比例（lǜ）。一個字，兩個音就照這兩義分開。
玉	yù	noun — jade	玉=form:three jade discs strung on a cord	三塊玉璧串在一條繩（丨）上——繩子直直穿下來。多一點，跟王（王）分開。從這塊有「五德」的美石：玉石、玉佩，以及玉人、亭亭玉立裡的純美。
王	wáng	noun — a king, monarch	王=form:three horizontal lines joined by one upright	三條橫線——上面是天，下面是地，中間是人——一豎貫穿下來把三者連成一線。能把天、地、人串成一條的，就是王：一貫三爲王。從這根軸引申：國王、王朝、王位。
玩	wán	verb — to play	𤣩=meaning:jade — the 王-shaped 玉 | 元=sound:yuán — gives the sound	玉（𤣩）在手裡翻來翻去——把玩寶貝。元給聲音，跟完走同一條路。從摸玉到一切拿來開心的事：玩具、好玩、出去玩。
玫	méi	noun — (in 玫瑰) a rose	玉=meaning:jade, a fine stone (王, the jade radical) | 文=sound:wén — gives the sound	玉（玉）標出一塊美石——玫本指一種白玉，石之白者。文（wén）給聲音，磨成右邊像攵的那幾筆，讀音偏到 méi。如今幾乎只活在玫瑰裡——拿寶石的字眼來命名花的美。
玻	bō	noun — glass (in 玻璃)	玉=meaning:jade, stone — a hard, clear material | 皮=sound:pí — gives the sound	像玉（玉）一樣的硬石，靠聲音得名——玻璃，透明的硬材料。皮（pí）給聲音，沿著 b、p、f 從 p 磨到 b，就是波、破底下那個聲符。這字幾乎只活在玻璃裡。
珍	zhēn	noun/adj — treasure	玉=meaning:jade — the precious thing | 㐱=sound:zhěn — gives the sound	玉（玉）裡最受看重的——寶物。㐱（zhěn）給聲音，只動了調，就是診、疹右邊那個聲符。從珍貴的玉：珍寶、珍珠，稀罕的珍貴，以及珍惜、珍愛的看重。
珠	zhū	noun — pearl	玉=meaning:jade, a gem | 朱=sound:zhū — gives the sound	一塊玉（玉），借 朱 的 zhū 音——蚌裡取出的圓寶。由珍珠引申到一切小圓粒：珍珠、眼珠、珠寶。
班	bān	noun — class, group, team	玨=meaning:two pieces of jade, side by side (a pair of 玉) | 刂=meaning:a knife, set between the two jades to divide them	刀（刂）立在兩塊玉（玨）之間——剖分玉符，分賜爵位印信，本義是分。從分成份額長出一群人（班級、全班），再到分配的值班時段（上班、夜班）。那把刀就藏在兩塊玉的中間。
現	xiàn	verb — to appear	王=meaning:jade (玉), written 王 on the left | 見=sound:jiàn — gives the sound	玉（王）旁邊，見（jiàn）給聲音，j 跨到 x——而見本身就是看見。玉一切一磨，石頭裡的光就出來了：出現；正出現在眼前的：現在、現場、現金。
球	qiú	noun — a ball	王=meaning:jade — 玉 drops its dot beside a partner | 求=sound:qiú — gives the sound, exact	玉（王——玉在字旁丟了那一點）配求（qiú）的聲音，一點沒變。本來是美玉的名字；玉磨得圓了，名字就滾到所有圓球上：皮球、打球、地球。
理	lǐ	verb/noun — to put in order	王=meaning:jade (玉) | 里=sound:lǐ — gives the sound, exact	順著玉（王）裡的紋路雕琢——說文：治玉也。里（lǐ）給聲音，一字不差。石頭裡的紋，變成萬事的紋：紋理；事情裡的紋，是道理、理由；把亂的順回紋路，是整理、管理。
琦	qí	noun/adj — a fine jade	玉=meaning:jade | 奇=sound:qí — gives the sound, and its "rare" sense fits	玉（玉，寫成王）旁一個奇（qí）——一塊不凡的美玉。奇給聲音，意思也順著進來：奇是異於常，琦就是出眾的玉，珍奇、瑰琦。如今多半用在名字裡：王琦瑤。
琴	qín	noun — the qin (a seven-string zither)	玨=form:two jade-like rows — the strings stretched across the board | 今=sound:jīn — gives the sound	上頭兩排繃緊的弦（玨），底下今（jīn）給聲音。這字本是樂器的樣子——琴身加上調好的弦。從古琴出發，凡是彈奏的弦樂器都借這個字：鋼琴、提琴、口琴。
瑕	xiá	noun — a flaw in jade	玉=meaning:jade — where the flaw shows | 叚=sound:jiǎ — gives the sound	玉（玉）上一點小紅斑——石頭的瑕疵。叚（jiǎ）給聲音，j 磨到 x，就是假、暇、遐底下那個聲符。從寶石上的斑點：瑕疵，以及瑕瑜——瑕與美玉並提。
瑣	suǒ	adjective — trivial, petty	玉=meaning:jade — small jade beads, hence small | 𤨏=sound:suǒ — gives the sound	一串小玉（玉）珠連在一起——細小、瑣碎。𤨏（suǒ）給聲音，正是鎖（suǒ）右邊那個部件。從小珠子：瑣碎、瑣事，繁瑣的囉嗦。
瑤	yáo	noun — a fine jade	王=meaning:jade (玉 on the left) | 䍃=sound:yáo — gives the sound	玉部（王／玉）配 䍃（yáo）給聲音——一種光潤的美玉，常拿來比珠貝。同一個 䍃 也帶動搖、遙、謠。從這塊寶石，凡是珍美的都借它：瑤池、瑤琴。
瑰	guī	noun — (in 玫瑰) a rose	玉=meaning:jade, a fine stone (王, the jade radical) | 鬼=sound:guǐ — gives the sound	玉（玉）標出一塊美石；右邊鬼（guǐ）給聲音，只抬了聲調成 guī。瑰本指一種紅玉，從稀罕得不尋常的石頭，引申出珍奇、瑰麗——瑰寶、瑰麗。和玫合起來命名那朵花：玫瑰。
璃	lí	noun — coloured glass	玉=meaning:jade, stone — a hard, glassy material | 离=sound:lí — gives the sound	像玉（玉）一樣的料子，靠聲音得名——彩色的玻璃、琉璃。离（lí）給聲音，音不變，就是離、漓底下那個聲符。這字幾乎不單用，活在玻璃和光潤的琉璃裡。
璋	zhāng	noun — a pointed jade tablet, a ceremonial scepter	王=meaning:jade (玉) — three discs on a cord, worn flat in this slot | 章=sound:zhāng — gives the sound	一塊玉（王）削成定形——璋是把圭斜切一半的禮器，朝堂上手執之物。章（zhāng）給聲音，分毫不差，又帶來「做到完成」的意思。古語「弄璋」指生了兒子——交到他手裡的就是玉。
環	huán	noun/verb — a ring	王=meaning:jade (玉, written 王 at the side) | 睘=sound:huán — gives the sound, the voice it shares with 還、寰	玉（旁邊寫作王）做成的圓環——孔開得大的璧。睘給聲音，跟還同一個聲音。從圓環生出繞的環：環繞、環節，繞著你的就是環境。
瓜	guā	noun — melon, gourd, squash	瓜=form:a melon hanging on its vine — the outer strokes are the trailing vine, the centre is the fruit	整個字畫的是一顆瓜掛在藤上：外側兩筆是伸展的藤蔓，中間是果實。畫面整個保留——沒有可拆的零件。從一顆瓜長出整個瓜類：西瓜、冬瓜、南瓜。
瓣	bàn	noun — a petal	瓜=meaning:a melon, a gourd | 辡=sound:biàn — gives the sound	瓜（瓜）夾在正中，左右各一個辛——這一對寫作辡（biàn），給聲音，磨向 bàn。畫的是瓜果裂成一塊一塊——瓜中實：花瓣、蒜瓣、橘子瓣。
瓦	wǎ	noun — a roof tile	瓦=form:two curved tiles hooked together	字畫的是兩片彎瓦互相勾搭，正像鋪在屋頂上那樣——土器已燒，燒過的陶器的總名。從屋瓦說開：瓦片、瓦房；再到燒製的陶器，陶瓦。瓦頂塌下來，就是瓦解——散成一片。
瓶	píng	noun — bottle, vase, jar	瓦=meaning:fired clay, earthenware (the pottery radical) | 并=sound:bìng — gives the sound	瓦（瓦）燒成一個有頸的器皿——瓶。并給聲音，bìng 磨成 píng。早先寫作「缾」，用缶部；瓦（陶）是通行的寫法。由此：瓶子、花瓶、酒瓶。并是「合併」，兩個人並立。
瓷	cí	noun — porcelain, china	瓦=meaning:fired earthenware (beneath) | 次=sound:cì — gives the sound	底下瓦（瓦）是陶器；上頭次（cì）給聲音，聲調落成 cí。瓷是高溫燒出的細白硬器——瓷器、陶瓷、瓷磚，比粗陶又進了一層的那種光潔。
甚	shèn/shén	adverb — extremely, going too far	甘=meaning:sweetness — a thing held in the mouth | 匹=meaning:a mate, a pair	甜（甘）下面加一個匹——成雙的歡愉，過了頭。意思就是太過：太甚的甚，甚至的甚——竟然到了那一步。甚麼的 shén，是把這個字借去寫口語的「什麼」。
甜	tián	adjective — sweet	舌=meaning:the tongue | 甘=meaning:sweetness — a mouth holding the good thing, the short stroke inside	舌（舌）碰上甘（甘）——口裡含著那一點好東西；合起來就是甜。桌上有甜湯、甜點；嘴可以甜，覺也睡得甜。
生	shēng	verb — to grow, be born	屮=meaning:a sprout | 土=meaning:the soil it rises from	一棵芽（屮）從土（土）裡長上來，寫的就是生長。從長：來到世上（出生、生孩子）、活著（生活、生命）、還沒熟（生肉、陌生）、長出東西來（生產、發生）。
產	chǎn	verb — to give birth, produce	彥=sound:yàn, trimmed of its 彡 — gives the sound | 生=meaning:to grow, be born	下面的生管意思——長出來、生出來；上面是剪掉彡的彥（yàn），只給聲音，磨得遠了，成了 chǎn。生出來的：孩子（生產）、東西（產品、出產），還有東西攢成的家底：財產、產業。
